ticker,alpha,MERCADO,VALUE,TAMANO,MOMENTUM,VOLATILIDAD,LIQUIDEZ,r2,n_obs,suma_beta
MMM,0.0012020625264329288,0.9491132457732124,-0.05291308803904343,-0.03504210435578959,-0.13949349485409743,0.04611130785789405,0.23222413361782396,0.5586096190627665,133,1.0
MO,0.00865680632781135,0.6089742828591643,0.13121068371560585,-0.012896571275678451,0.028055253602854865,0.23172484587753367,0.012931505220519723,0.175407845135931,166,1.0
MPC,,,,,,,,,9,
MRK,0.011884750851030057,0.46523887220057825,0.06574806002940503,-0.02463841844254845,0.007091796376700356,0.19494246265838944,0.29161722717747535,0.13943931076034732,190,1.0
MRNA,,,,,,,,,12,
MRSH,0.008015448779162472,0.8812992373913238,-0.5476875989074411,0.3905205610233802,-0.17374791959040062,0.6185630138813532,-0.16894729379821538,0.7187586987361616,36,0.9999999999999999
MRVL,,,,,,,,,9,
MS,0.0006490839022657803,1.101141051015402,0.7608347032834565,-0.05642115398091241,-0.07199338285890877,-0.536707779273066,-0.1968534381859713,0.6227278699145479,142,1.0000000000000002
MSFT,0.013936497316763321,1.0461660861453503,-0.12411940789838637,-0.16858658516731917,-0.1686333538142986,0.0710128883725147,0.3441603723621391,0.39689781774203337,190,1.0
MU,-0.008994304971972206,1.611762636687792,1.2424904868351374,0.47751346289611063,0.3558065602031044,-2.21146919811265,-0.4761039485094941,0.66498694937008,45,1.0000000000000009
NEE,0.00504423582863171,0.6501793979232771,-0.49453151054003747,0.3966257842818385,-0.03943666840916521,0.5375267907533918,-0.050363794009304644,0.29587658375468295,141,1.0
NEM,,,,,,,,,22,
NFLX,0.0011870576274836306,1.4674728642859012,-0.7177707048761548,0.5899314845392195,0.02332813289192469,0.46775469263955083,-0.8307164694804414,0.2686409767566028,129,0.9999999999999998
NKE,-0.0020659260401527254,0.9875410104217787,-0.3157876681827515,0.3891596260407715,-0.24497756014476507,0.19600414910735003,-0.01193955724238363,0.2920423852175741,169,1.0
NOC,0.0240458102001497,0.48822670999161055,0.037889587630439536,0.2305327073065636,0.41704052450665374,0.22118592220244668,-0.3948754516377142,0.2000467985496851,24,1.0
NOV,,,,,,,,,12,
NOW,0.0035775748865397128,1.2117716096963886,-0.721563299018372,0.37992097762041116,-0.2777213558714391,0.3263966697734555,0.08119539779955587,0.2373735709678212,81,1.0
NVDA,0.01694664807472365,1.9029117328953569,-0.6414017486990692,0.2108105246462617,0.04835320703401458,0.11162416960092958,-0.6322978854774935,0.43978019211349206,117,1.0000000000000004
ORCL,0.003683452184662884,1.0713839822744544,-0.18175806645558873,0.05504550830308225,-0.1677017602806956,-0.3788013240853739,0.6018316602441216,0.3955038982998914,190,1.0
OXY,-0.002472381713741388,0.9479394696824304,-0.44704667740495596,0.4814223267002873,-0.3641336559562051,-0.6687778680757654,1.050596405054209,0.5091299081695392,85,1.0
PANW,0.006887130475634095,0.7469805500033996,-0.37769862531130155,0.5608797781289805,-0.011070861712113425,-0.46542009120546823,0.5463292500965031,0.21804448393463804,33,0.9999999999999999
PEP,0.0033514222442588434,0.6676449776468769,-0.11558849486312738,0.09649785565356321,-0.14286557673862618,0.42069080751281085,0.07362043078850261,0.4672959198321389,190,1.0
PFE,0.0023151936921643555,0.7402076555620216,0.12627960645580033,0.003451715102079726,-0.0376564639794696,0.27566970002077873,-0.10795221316121084,0.26358438813025886,190,0.9999999999999999
PG,0.006622129717906506,0.6181546889278977,-0.030584269199019576,-0.10759147276600542,0.029804320038969545,0.37107257263805143,0.11914416036010635,0.3197602318475805,190,1.0000000000000002
PGR,0.012137632010663844,0.5738950619636148,-0.12142850366381713,0.30048921338981993,0.27240725849516884,0.5993934032447412,-0.6247564334295278,0.22131345656670653,57,0.9999999999999999
PH,,,,,,,,,9,
PLD,-0.00395559436732472,1.047014204863573,-0.5913791750482296,0.5212709410651392,-0.27692357835542347,0.29290972142786526,0.007107886047075573,0.49108214320256893,81,1.0
PLTR,,,,,,,,,21,
PM,0.00680105165491353,0.7073661996675689,0.07290281127575679,0.1110211576289685,-0.1815076889974725,0.19173510544748593,0.09848241497769236,0.25891713702804287,190,1.0
PNC,0.006034368459491301,0.8350153020591675,0.43515649518858746,0.03276014067461107,-0.07078339194592864,-0.20407237956208493,-0.028076166414352483,0.5335659082839033,121,0.9999999999999998
PRU,,,,,,,,,13,
PSX,-0.024470374260439794,2.0407979740543336,0.8088884195116045,0.23272285271086385,-0.543389410821203,-0.7808748292975293,-0.7581450061580699,0.5122124903925536,24,1.0000000000000004
