fecha,ticker,rendimiento,pe,market_cap,momentum_12_1,volatilidad_12m,rotacion_3m,miembro
2010-01-31,DHR,-0.05119685775004301,,22920107760.67997,0.34725030171903115,0.0566007525497433,0.10903414146825356,0
2010-01-31,DIS,-0.08372091492342193,,55111069431.00964,0.5774619398129277,0.10283737734494587,0.12724066285868524,1
2010-01-31,DUK,-0.03951158623551276,,21565138188.56569,0.20873338311349143,0.04947933899015718,0.12423364135891024,0
2010-01-31,DVN,-0.08965966678725423,,29714732626.34277,0.20668374335622852,0.13876377080118868,0.17562711101103357,1
2010-01-31,EBAY,-0.021674787873466883,,29763976972.63818,0.9575709206156613,0.1238079086340519,0.24030619388204233,1
2010-01-31,ELV,0.09315490785170022,,29205782127.78391,0.4062724267959583,0.10023160301898196,0.2402177896043607,0
2010-01-31,EMR,-0.02488252913325162,,31244216728.1718,0.3514810098966399,0.0971546293371386,0.10290447637612134,1
2010-01-31,EOG,-0.06929555432107559,,22817972816.6835,0.4446779398671057,0.12733681887273282,0.20854307557759547,0
2010-01-31,EQIX,-0.0934526388223913,,,0.9896910499534528,0.11867623984344532,,0
2010-01-31,ETN,-0.037409722122128786,,,0.5054675320971089,0.09551284933832763,,0
2010-01-31,EXC,-0.0665032118355996,,30080796973.12062,-0.06065557286216228,0.05345775769344579,0.13280139120399478,1
2010-01-31,F,0.0840000391361726,,34918781414.0498,4.347593393616712,0.3663968598633185,0.6368803566198991,1
2010-01-31,FCX,-0.16791324533904906,,28668538326.88586,2.193715486861759,0.1357984255844182,0.6500688382767459,1
2010-01-31,FDX,-0.061114521216976025,,24516915157.06371,0.6513414498133179,0.11947474757645608,0.1955203052341237,1
2010-01-31,FIS,0.005119444037211318,,8775592931.235027,0.48753100822972306,0.07540741860908652,0.14714335295417127,0
2010-01-31,FISV,-0.07095706805260993,,6931565790.657822,0.5269291194405141,0.05991457126895967,0.16083445506118813,0
2010-01-31,GD,-0.01403362126997909,,25790815647.81395,0.22696894474629836,0.11312844530642881,0.08926728402938551,1
2010-01-31,GE,0.06278933538490272,,170879619605.5787,0.31066592656361913,0.15738589922475624,0.1402429304806833,1
2010-01-31,GILD,0.11555407661475958,,43439382623.72299,-0.1477254736775354,0.07787886345606129,0.18830449618557546,1
2010-01-31,GIS,0.014093330369371104,,23499302703.57562,0.22576998408487325,0.05549941160034683,0.12991413911719488,0
2010-01-31,GLW,-0.06369732546890206,,28094049756.64879,0.937759693659098,0.10386747326498827,0.18784570092634598,1
2010-01-31,GOOGL,-0.14523046511506643,,167956532678.8988,0.8313885851156952,0.06909756044493204,0.18155878439848339,1
2010-01-31,GS,-0.11916591482788841,,76454298421.70169,1.1173096834196525,0.10071488740026312,0.4039873110838506,1
2010-01-31,HAL,-0.02924574340973274,,26345326745.11992,0.7730122938183199,0.11083373895344911,0.3132315647042565,1
2010-01-31,HD,-0.031800840157358845,,47628537344.06339,0.3959721152479938,0.07971202178094794,0.1767565701746537,1
2010-01-31,HON,-0.014285374124202277,,29484033637.23513,0.2381427387302164,0.08181463927447263,0.13693114339080759,1
2010-01-31,HPQ,-0.08619720751280113,,111281433784.0597,0.4948819010903649,0.09093347896664296,0.12439362565071264,1
2010-01-31,IBM,-0.0650113353784858,,160771858486.3944,0.45677147083024083,0.04780340128212224,0.09930314255752458,1
2010-01-31,INTC,-0.04901945140801367,,107126797893.5242,0.6353625897617341,0.07240827971321341,0.22525504044428346,1
2010-01-31,INTU,-0.036446378378140465,,9379289080.275482,0.3567326370627939,0.09105563107442831,0.18192857252493705,0
2010-01-31,ISRG,0.08117196586256292,,12631820622.29462,1.9393585372182822,0.17831846504591492,0.2681274894377981,0
2010-01-31,ITW,-0.09168605656980655,,21834663009.74279,0.5169786697344065,0.08742914786980843,0.1168128884695977,1
2010-01-31,JNJ,-0.024064730642251675,,173437010460.3808,0.15396564107140254,0.056015112244248565,0.08346068991152757,1
2010-01-31,JPM,-0.0643915791479639,,153449066566.2951,0.6407692609661155,0.11133034392429886,0.20551598942566154,1
2010-01-31,KLAC,-0.22013265871341559,,,0.8475661639194572,0.17793289760577727,,0
2010-01-31,KMB,-0.06780706215581789,,24669386883.70533,0.29286812508908056,0.05951198809630847,0.12108237973919056,1
2010-01-31,KO,-0.048246038402069646,,125721209946.5,0.380760894177822,0.06457932273078815,0.07904974264800528,1
2010-01-31,LIN,-0.06213419164060041,,23108876608.32923,0.3194637551371584,0.08239013917171514,0.10325349662990284,1
2010-01-31,LLY,-0.014281386823048026,,40445589532.63452,0.02543414544811462,0.08061153042300943,0.12026699050021279,1
2010-01-31,LMT,-0.011015449961097601,,28375923886.29784,-0.05287462381659658,0.10618379450159227,0.1504685917811979,0
2010-01-31,LOW,-0.07078493587770429,,31869495962.26429,0.2971351487029328,0.11234324689434247,0.18192098473834814,1
2010-01-31,LRCX,-0.15812293152078183,,,0.9401283041470732,0.11338340854056869,,0
2010-01-31,MA,-0.023180005356272293,,32471006102.6001,0.8901361441492237,0.0721596654163107,0.2300465870377211,0
2010-01-31,MCD,-0.00016006047586158978,,67373620641.36162,0.1143360575672463,0.05469599955956577,0.14695694387724,1
2010-01-31,MCK,-0.05887997388864907,,15845665414.92794,0.4277160487350731,0.0884063539962221,0.16211875596958356,0
2010-01-31,MDLZ,0.01765996510147194,,40821638056.30522,0.01458208900286273,0.08204850799876821,0.19120367458493867,1
2010-01-31,MDT,-0.020300607169928875,,47378490366.0244,0.33740929378492024,0.07782762500650131,0.10652249603017074,1
2010-01-31,MET,-0.0008481188080491364,,28919685004.48238,0.2582647957577733,0.16832845209951972,0.15406657856259354,1
2010-01-31,MMM,-0.026369541523798556,,56983561466.63378,0.5888879233013895,0.0845957079117667,0.10138412988897416,1
2010-01-31,MO,0.011717021354660684,,41154118099.83742,0.27796672214802176,0.039616426708120954,0.14478489570996797,1
2010-01-31,MRK,0.0448821469137759,,62582799446.23897,0.34910610466054215,0.09440854421676241,0.22185746096533907,1
2010-01-31,MRSH,-0.014571430853739575,,11373182822.63759,0.1753827852068821,0.07815888242442344,0.13911950689748168,0
2010-01-31,MRVL,-0.15999989848767127,,,1.8463656575548746,0.14574852883491266,,0
2010-01-31,MS,-0.09361201201512659,,36405626555.26881,0.47263867830843553,0.10570045309989658,0.24518019119871504,1
2010-01-31,MSFT,-0.07545945111497787,,247151591458.4922,0.8242584903717123,0.06651118439642041,0.1244627019711866,1
2010-01-31,MU,-0.1742422614685999,,7417769230.911149,1.8387094738834606,0.18460956600763173,,0
2010-01-31,NEE,-0.07686511840408494,,20154811898.85034,0.06141325302356182,0.07174775769811897,0.14710746135885075,0
2010-01-31,NEM,-0.09406045704700294,,20590185380.71632,0.1997612800780313,0.12656846980138983,0.3662001251546545,1
2010-01-31,NFLX,0.1299694804527438,,3401508724.184927,0.5243488625167718,0.0897316460778133,0.5819112798501479,0
2010-01-31,NKE,-0.03511457657568151,,25338211170.0,0.48817793153064293,0.08813769567298385,0.12154081164485793,1
2010-01-31,NOC,0.013429171322566491,,17758347577.14579,0.20240773404971057,0.09988527524709351,0.13033426416061641,0
2010-01-31,NOV,-0.07235229130993415,,17109972420.48945,0.7110164117509981,0.11413676059200627,0.22757083289820046,0
2010-01-31,NVDA,-0.17612441504631282,,8539911190.509796,1.3496872151658024,0.17223656478816696,0.6326721931879619,0
2010-01-31,ORCL,-0.05802782778894611,,115558730523.7198,0.46840846346186105,0.0724430718889143,0.11109586294481662,1
2010-01-31,OXY,-0.037000522620351806,,63586013780.04075,0.5214406043269582,0.06892717171905109,0.1274318187743757,1
2010-01-31,PEP,-0.01940844166151634,,93033704729.44536,0.24988033437547585,0.03923047569028234,0.08853931820067978,1
2010-01-31,PFE,0.02583807740980615,,150577546216.2693,0.3142829660273052,0.07316223584207739,0.1198866113565914,1
2010-01-31,PG,0.022463567539026563,,178777694102.6714,0.1396828025425707,0.059816299782712,0.0801371462619641,1
2010-01-31,PGR,-0.06950711258015163,,11178707135.58045,0.4806574689303347,0.0751006890267318,0.11533084506978242,0
2010-01-31,PH,0.03767595296416726,,8984258721.340431,0.4403786129214293,0.10940472192076826,0.1676428169466262,0
2010-01-31,PLD,-0.060665028004722954,,,0.6790710783705709,0.1538943503086152,,0
2010-01-31,PM,-0.05561335826596647,,86682198956.36992,0.36455948586820597,0.07264634361448129,0.08083294000314728,1
2010-01-31,PNC,0.051864320771377814,,25569322024.07463,0.6365054594819701,0.15073656746347605,0.1832025621059906,1
2010-01-31,PRU,0.004622510479838748,,23095380775.45166,0.9606263195059463,0.22881483458373517,0.17471709956709958,1
2010-01-31,QCOM,-0.15283145077972837,,65862740496.69611,0.3605039787165185,0.08312662863963274,0.2215315496523039,1
2010-01-31,REGN,0.10256392902108558,,,0.3832956010643611,0.16579610753377166,,0
2010-01-31,RTX,-0.027805517118211553,,63265160685.31511,0.4875575677615942,0.07364947438341234,0.09510163783175134,1
2010-01-31,SBUX,-0.055074173061116394,,16128958677.67334,1.4427979419621875,0.13068699659768332,0.2788609835179681,0
2010-01-31,SCHW,-0.02816158054221718,,21255380748.54289,0.4048445693187497,0.09450964940101172,0.2074237971167275,0
2010-01-31,SLB,-0.025042224852785844,,76200500680.60745,0.6201770679214818,0.08067435003990497,0.13219716374604254,1
2010-01-31,SO,-0.026661511306324548,,25606764096.0,0.03895918095156059,0.04680743516504963,0.11973544653431144,1
2010-01-31,SPG,-0.09774430428281267,,20526191130.66209,0.9480529429592333,0.1688223316304487,0.23802354965199135,1
2010-01-31,SPGI,0.05789342108442419,,11163204610.79559,0.5749080823202866,0.13970487896742462,0.15143961045834653,0
2010-01-31,STX,-0.08136351131237529,,,3.8373598216682243,0.14471709775177793,,0
2010-01-31,SYK,0.03077206767227536,,20650585462.67894,0.19841810512457347,0.08557948219904604,0.10029854711372305,0
2010-01-31,T,-0.0772119554195535,,149649366933.2428,0.2130081969180333,0.04743977803456356,0.097998954979382,1
2010-01-31,TFC,0.10487170254607214,,19163886840.86117,0.3343940516674422,0.156601148702666,0.19086937944895763,0
2010-01-31,TGT,0.059954371562910724,,38571076780.06146,0.5768916219556959,0.09257003339402481,0.2170068317377343,1
2010-01-31,TJX,0.039945246245519206,,15953124473.87299,0.9120015135437163,0.0653198252357412,0.2317596745067294,0
2010-01-31,TMO,-0.03229206377492677,,18843720797.53868,0.3273029701314061,0.049414643916215625,0.15082462266904326,0
2010-01-31,TMUS,-0.2621230755293139,,,-0.43855780864890104,0.19786988526554491,,0
2010-01-31,TRV,0.016245176688302276,,27684734414.5806,0.3274254406051873,0.06781483598882199,0.16323491470134158,1
2010-01-31,TXN,-0.13218233501473864,,28189651455.0,0.7711325291611055,0.08266786454674309,0.22413765065829896,1
2010-01-31,UNH,0.08267753119882926,,38346549252.0,0.07746497990138623,0.1273938697707643,0.22993947752782792,1
2010-01-31,UNP,-0.053208187755984904,,30525227689.0,0.49039365459334183,0.09484084738017153,0.1717595896990701,1
2010-01-31,UPS,0.006972495140662449,,40798676227.74461,0.39906598478583466,0.06697036353331971,0.13374670469154834,1
2010-01-31,USB,0.1141714665226028,,47963590689.25364,0.5325765303849559,0.09314494426984969,0.1440633376209759,1
2010-01-31,V,-0.06208567145462707,,38571350417.04282,0.7840499993590444,0.0795359776348614,0.27088992534285916,1
2010-01-31,VLO,0.09970116813204499,,10395317574.01702,-0.2842464699094346,0.12405500929367712,0.39056145415304644,0
2010-01-31,VRTX,-0.10385057425217215,,,0.2965204073612,0.1031804392860955,,0
2010-01-31,VZ,-0.09914862544275305,,83571863506.45311,0.16081239906715816,0.053275425708356146,0.12806408556329354,1
2010-01-31,WDC,-0.13952431343563654,,8686093674.203299,2.0074919881622324,0.14982908265405742,0.32801241582382823,0
2010-01-31,WELL,-0.02978367268258264,,,0.257151943245727,0.08621655233533604,,0
2010-01-31,WFC,0.05335299487395573,,133196359236.6079,0.4632554686025838,0.18684218155468243,0.21358928885470654,1
2010-01-31,WMT,-0.00037401268502568197,,203577482092.2559,0.15899443757585674,0.041141235938222206,0.0751130412031456,1
2010-01-31,XOM,-0.05514019265963399,,305867495136.436,-0.08776951906359165,0.051650478971334915,0.1124753631468326,1
2010-02-28,AAPL,0.06539602361456676,,185548306103.0455,1.1504867748404402,0.0767881210099497,0.49121751910952777,1
2010-02-28,ABT,0.0253116958579791,,84277485427.23007,0.1561397403879643,0.057106847531032866,0.0826766882398929,1
2010-02-28,ACN,-0.024883928756091578,,25242137079.31705,0.43148293959679074,0.06520521953411813,0.13095923540744972,0
2010-02-28,ADBE,0.07275549053642116,,18160746152.4931,0.9341316024811526,0.11781703879690497,0.2554352590485627,0
2010-02-28,ADI,0.08456922856001681,,8704477140.223997,0.49522072701567854,0.09177123700778425,0.2855917028988835,0
2010-02-28,ADP,0.020103118050226465,,21006069146.64273,0.2366372206178562,0.045049413676800834,0.11663948682958107,0
2010-02-28,AFL,0.02716626911218012,,23198736146.27176,1.953071270031152,0.1586404430597363,0.14602131973674817,1
2010-02-28,AIG,0.02228589533760239,,3342124339.374355,1.8845250915178,0.8356976772806671,1.589563837936729,0
2010-02-28,AMAT,0.009772747397824855,,16417010256.93017,0.34165917245901234,0.11599983311644296,0.34614993965400065,0
2010-02-28,AMD,0.060321689941561285,,,2.4220182613314716,0.24976835763426133,,0
2010-02-28,AMGN,-0.03197655979469982,,57297157366.50027,0.19517658775724556,0.06908694074729647,0.13368918926624482,1
2010-02-28,AMT,0.00494655631433738,,17125953350.34325,0.4577612237902091,0.060652604559746026,0.15562556138887684,0
2010-02-28,AMZN,-0.055896674360343956,,52634299411.12404,0.9356382449448932,0.1062315085153933,0.490401580428622,1
2010-02-28,APA,0.04930648000846638,,,0.6832415823515019,0.08801524767669468,,1
2010-02-28,APD,-0.09715632251343076,,14549408021.37303,0.6853297330161998,0.09848968444437364,0.16670979675448291,0
2010-02-28,APH,0.045431176461494305,,7215138095.981972,0.5701200097714196,0.08527886058411552,0.13251441127392366,0
2010-02-28,AVGO,0.04430409800105384,,,,,,0
2010-02-28,AXP,0.014073070905749274,,45703018526.34499,2.2193662983381652,0.2578755908501041,0.17051450189294456,1
2010-02-28,BA,0.049359616218074276,,47810619329.21459,0.9824261116621003,0.08518966953626736,0.15529496281900554,1
2010-02-28,BAC,0.09749688412910618,,167133209316.2174,2.861748426427657,0.22633006515183815,0.510092272201396,1
2010-02-28,BAX,-0.011460154664564182,,34309864015.28561,0.15445000257672392,0.042716052123940904,0.13810552735717266,1
2010-02-28,BDX,0.03316997108362707,,18353907397.3654,0.2420160421615709,0.07243331600145965,0.1161613621409394,0
2010-02-28,BIIB,0.023632240480098154,,14830764970.10323,0.16724588639924587,0.09949045478661324,0.20936856630304232,0
2010-02-28,BKNG,0.16053237359107042,,,1.3020269103772852,0.13740033706077723,,0
2010-02-28,BLK,0.023290427900160893,,,1.2536801033457432,0.10360000744907817,,0
2010-02-28,BMY,0.006157737626182547,,42013585003.22563,0.3990187599257926,0.0828920648474332,0.2481367400088992,1
2010-02-28,BNY,-0.01959431374179066,,34457851462.38986,0.3295733427483438,0.09959670126306117,0.13562914728027362,1
2010-02-28,BRK-B,0.04841026996557041,,186509820372.0818,0.4904446592154099,0.06115094052446265,0.10338707202433874,1
2010-02-28,BSX,-0.10312865950412697,,11697994088.67514,0.22934474898700974,0.11036296619896128,0.269676151540589,0
2010-02-28,BX,0.15251422905103795,,,1.6749211163828557,0.17131105258053916,,0
2010-02-28,C,0.024096276645159564,,96821412695.8,1.2133334214717766,0.28331323577135903,0.4460911928588944,1
2010-02-28,CAT,0.0920749390785609,,35640430642.32439,1.2078146565683805,0.13147792734263175,0.2836798376184485,1
2010-02-28,CB,0.014613505218468603,,16822868168.27546,0.38349718519837794,0.06794180904362858,0.14540739979767392,0
2010-02-28,CCI,0.023281257183204174,,11071501689.33742,1.1060420447366992,0.10969241819432467,0.12055141174200878,0
2010-02-28,CHTR,-0.02872997665288146,,,,,,0
2010-02-28,CI,0.014509756154083675,,9420421033.674469,1.1491632942329844,0.07641419723582739,0.289724197248503,0
2010-02-28,CL,0.03636176173238481,,40951392231.69745,0.3627293880880753,0.043490541030117055,0.10710183177376094,1
2010-02-28,CMCSA,0.03853473191349055,,33916925265.56485,0.23625105991121664,0.08884278043950461,0.21876534485907986,1
2010-02-28,CME,0.05184468367272865,,20021958955.19257,0.6003707785159447,0.17981139807659746,0.22863738453919583,0
2010-02-28,COF,0.025597107196951407,,17187338911.5,2.074538367208688,0.19507620940047382,0.30275938012787423,0
2010-02-28,COP,0.010246092531952078,,71368226988.34488,0.32497523724023436,0.06256287210800819,0.12423729521890366,1
2010-02-28,COST,0.06490201499663106,,26786137204.49524,0.37082980896807305,0.05085958440156115,0.15709683521957882,1
2010-02-28,CRM,0.06923652039843975,,8486954618.835449,1.2696428410274985,0.12949608779325397,0.30657966373098483,0
2010-02-28,CSCO,0.0827773813416719,,139304727116.9986,0.542209701366986,0.08277632483093476,0.15747220705900591,1
2010-02-28,CSX,0.11300973667333647,16.30927754431655,18511080830.06173,0.7666058318514368,0.0781293986948582,0.2139702032080567,0
2010-02-28,CVS,0.04263195869539693,,46929881250.0,0.2694961804259923,0.07866762249871936,0.17630107915457072,1
2010-02-28,CVX,0.01209057382333989,13.79771050606065,145203901856.4059,0.2220984137335935,0.04607274058677266,0.10073588102140117,1
2010-02-28,D,0.026255931382282105,,22798121516.63213,0.2902562255566006,0.03958392780677821,0.08504891198776515,1
2010-02-28,DD,0.04503511321848075,,,2.925544236469266,0.268841409183182,,1
2010-02-28,DE,0.14714767834089515,,24217146075.95294,0.8647148257545365,0.10764976853018439,0.22624131472244746,1
2010-02-28,DHR,0.03672041237053025,,23927983666.34419,0.4084701690294361,0.04362602283050507,0.11283856626739747,0
2010-02-28,DIS,0.057191224192093104,,60590462870.12014,0.7823958298850526,0.0744736717141191,0.12363489276388305,1
2010-02-28,DUK,0.0036560812350550087,,21407291480.42411,0.28602742901939515,0.03552658236964524,0.12265918633643531,0
2010-02-28,DVN,0.029143711458108124,,30766648272.70508,0.5495114507378909,0.09920936970117844,0.16110939561978796,1
2010-02-28,EBAY,0.0,,29903137587.63339,1.1177556140260885,0.11553652037755675,0.24013173448300795,1
2010-02-28,ELV,-0.02903319261807824,,27465981540.67104,0.8785379420591175,0.07616729048989089,0.28678141636259874,0
2010-02-28,EMR,0.1480194592557007,,35620761894.99405,0.594769935872304,0.07931711534109465,0.11723181250982138,1
2010-02-28,EOG,0.04014626707742153,,23754966655.45705,0.8209700964328606,0.08743123376661086,0.1976997451095913,0
2010-02-28,EQIX,-0.01828999027016409,,,1.0734758512547518,0.10644999561329507,,0
2010-02-28,ETN,0.1209985010373702,,,0.7442334567918272,0.07307055191879415,,0
2010-02-28,EXC,-0.039471383649117175,,28573456476.11309,-0.002574409277728673,0.04198063248699867,0.14339146399600536,1
2010-02-28,F,0.08302596707327314,,26685019479.75159,4.420000780565291,0.3659963333422563,0.636916671261793,1
2010-02-28,FCX,0.1270050237976097,12.82593919148624,32361278025.29666,1.1961944398868845,0.13133438129023997,0.7469659142850981,1
2010-02-28,FDX,0.0818123163014286,,26522703284.81958,0.827780710495166,0.10263865058269393,0.19885251469849333,1
2010-02-28,FIS,-0.043293961277649395,,8450772359.232567,0.35930129434208924,0.07582587184577964,0.1534602540808187,0
2010-02-28,FISV,0.07038184068625175,,7343366537.386505,0.38074808063535914,0.06094525408424099,0.1632959295293368,0
2010-02-28,GD,0.08526596952136845,,27984365090.08992,0.5661596584333495,0.08223053836615564,0.09931867085950684,1
2010-02-28,GE,0.004990961706638153,,171357326985.1446,0.9288270219459283,0.1228921543854716,0.13598636324050423,1
2010-02-28,GILD,-0.01367294702571109,,42845432227.38066,0.07745566456013808,0.0690643575663944,0.22109774561659581,1
2010-02-28,GIS,0.009816559899053612,,23729980308.77758,0.4010325982654954,0.03713710675072048,0.13456464328437143,0
2010-02-28,GLW,-0.02204837020964101,,27483127455.0723,0.730309737025221,0.10627167106683937,0.20581279815446515,1
2010-02-28,GOOGL,-0.005925275036719135,,167402283672.3225,0.5679163127680993,0.06934718900822363,0.1931185085568322,1
2010-02-28,GS,0.05366203471091158,,80376747759.25845,0.6440921553070387,0.09778956229688684,0.44226796308695554,1
2010-02-28,HAL,0.03528651222396584,,27288470149.53548,0.8105446155322684,0.10644333327346181,0.31789081511158296,1
2010-02-28,HD,0.11388804723352863,,53052852171.71132,0.39298659436737027,0.0809772599445178,0.18359392943952055,1
2010-02-28,HON,0.04749228839266695,,30704417572.83628,0.4780006809181958,0.05442500762658729,0.1451631799579079,1
2010-02-28,HPQ,0.07903110487842713,,120076140698.0083,0.6351857958805021,0.06771554087163631,0.1254566167246013,1
2010-02-28,IBM,0.04362060790199074,,165181272558.9914,0.34910161482504165,0.047680162911282936,0.10025101493025357,1
2010-02-28,INTC,0.06671257447523327,,113407723793.0298,0.558672494907902,0.07150609775844317,0.22167235949887498,1
2010-02-28,INTU,0.09287395316290081,,10250381428.77548,0.29925411419240877,0.09273987135218109,0.19477722458722757,0
2010-02-28,ISRG,0.0581600637961206,,13366488115.54842,2.60664029090338,0.1641310653619516,0.260351482873746,0
2010-02-28,ITW,0.04427595803445006,,22869616304.70417,0.6187764107432399,0.06672312879858337,0.12115626661602945,1
2010-02-28,JNJ,0.009895594252710804,,173823282738.0,0.28871764156833724,0.035745966871889044,0.0810352731701152,1
2010-02-28,JPM,0.07781141976215245,,166747262795.6765,0.7138225956429125,0.10160663781024698,0.22450316589646072,1
2010-02-28,KLAC,0.038351389350873344,,,0.659911553947385,0.16915855592334725,,0
2010-02-28,KMB,0.022731042770255616,,25286410758.78191,0.3167435402588612,0.05011130849204433,0.12269377348658471,1
2010-02-28,KO,-0.02820278279760935,,121526136825.232,0.3743024465895255,0.06321716082038033,0.08857456378436522,1
2010-02-28,LIN,-0.002390019212154648,18.73815446125896,23017001831.43616,0.35762955176704914,0.07545709058779,0.12739395524837635,1
2010-02-28,LLY,-0.010659821512050693,,39599014310.83603,0.2499523606887457,0.052926169651967815,0.12201517032125903,1
2010-02-28,LMT,0.05202305606270419,,29193334958.80219,0.20780493746937911,0.07975702529088673,0.1512524016763449,0
