Year,Company,Ticker,Weight
2021,"NextEra Energy, Inc.",NEE,0.422
2021,Linde PLC,LIN,0.415
2021,"Philip Morris International, Inc.",PM,0.405
2021,"Intuit, Inc.",INTU,0.404
2021,"Honeywell International, Inc.",HON,0.401
2021,"QUALCOMM, Inc.",QCOM,0.398
2021,Oracle Corp.,ORCL,0.393
2021,"Lowe's Cos., Inc.",LOW,0.393
2021,"Citigroup, Inc.",C,0.39
2021,Morgan Stanley,MS,0.389
2021,"Moderna, Inc.",MRNA,0.37
2021,"United Parcel Service, Inc. Class B",UPS,0.363
2021,Bristol-Myers Squibb Co.,BMY,0.36
2021,Starbucks Corp.,SBUX,0.356
2021,Raytheon Technologies Corp.,RTX,0.355
2021,Union Pacific Corp.,UNP,0.35
2021,"Goldman Sachs Group, Inc.",GS,0.349
2021,"Advanced Micro Devices, Inc.",AMD,0.342
2021,International Business Machines Corp.,IBM,0.341
2021,"ServiceNow, Inc.",NOW,0.338
2021,Boeing Co.,BA,0.332
2021,American Tower Corp. REIT,AMT,0.331
2021,"Amgen, Inc.",AMGN,0.331
2021,"BlackRock, Inc.",BLK,0.328
2021,"Intuitive Surgical, Inc.",ISRG,0.323
2021,"Applied Materials, Inc.",AMAT,0.322
2021,Target Corp.,TGT,0.31
2021,General Electric Co.,GE,0.31
2021,CVS Health Corp.,CVS,0.307
2021,Charles Schwab Corp.,SCHW,0.299
2021,American Express Co.,AXP,0.295
2021,"Caterpillar, Inc.",CAT,0.288
2021,"S&P Global, Inc.",SPGI,0.28
2021,3M Co.,MMM,0.278
2021,"Booking Holdings, Inc.",BKNG,0.267
2021,Deere & Co.,DE,0.261
2021,"Prologis, Inc. REIT",PLD,0.254
2021,"Charter Communications, Inc. Class A",CHTR,0.253
2021,"Zoetis, Inc.",ZTS,0.252
2021,"Anthem, Inc.",ELV,0.249
2021,ConocoPhillips,COP,0.249
2021,"Analog Devices, Inc.",ADI,0.247
2021,Stryker Corp.,SYK,0.242
2021,"Gilead Sciences, Inc.",GILD,0.24
2021,Lockheed Martin Corp.,LMT,0.233
2021,"Automatic Data Processing, Inc.",ADP,0.232
2021,"Altria Group, Inc.",MO,0.23
2021,"PNC Financial Services Group, Inc.",PNC,0.228
2021,"Mondelez International, Inc. Class A",MDLZ,0.223
2021,Lam Research Corp.,LRCX,0.222
2021,US Bancorp,USB,0.22
2021,"Micron Technology, Inc.",MU,0.219
2021,"TJX Cos., Inc.",TJX,0.218
2022,"Apple, Inc.",AAPL,6.928
2022,Microsoft Corp.,MSFT,5.765
2022,"Amazon.com, Inc.",AMZN,3.324
2022,"Tesla, Inc.",TSLA,2.345
2022,"Alphabet, Inc. Class A",GOOG,1.904
2022,"Alphabet, Inc. Class C",GOOG,1.711
2022,"Berkshire Hathaway, Inc. Class B",BRK.B,1.598
2022,"UnitedHealth Group, Inc.",UNH,1.568
2022,Johnson & Johnson,JNJ,1.426
2022,Exxon Mobil Corp.,XOM,1.208
2022,"Meta Platforms, Inc. Class A",META,1.027
2022,JPMorgan Chase & Co.,JPM,1.017
2022,NVIDIA Corp.,NVDA,1.009
2022,Procter & Gamble Co.,PG,1.002
2022,"Visa, Inc. Class A",V,0.964
2022,"Home Depot, Inc.",HD,0.941
2022,Chevron Corp.,CVX,0.859
2022,Eli Lilly & Co.,LLY,0.846
2022,"Pfizer, Inc.",PFE,0.815
2022,"Mastercard, Inc. Class A",MA,0.805
2022,"AbbVie, Inc.",ABBV,0.788
2022,"PepsiCo, Inc.",PEP,0.747
2022,"Merck & Co., Inc.",MRK,0.724
2022,Coca-Cola Co.,KO,0.723
2022,Bank of America Corp.,BAC,0.701
2022,Costco Wholesale Corp.,COST,0.694
2022,"Thermo Fisher Scientific, Inc.",TMO,0.66
2022,"Walmart, Inc.",WMT,0.614
2022,"Broadcom, Inc.",AVGO,0.595
2022,Walt Disney Co.,DIS,0.571
2022,McDonald's Corp.,MCD,0.563
2022,Abbott Laboratories,ABT,0.562
2022,Danaher Corp.,DHR,0.561
2022,"Cisco Systems, Inc.",CSCO,0.55
2022,Accenture PLC Class A,ACN,0.539
2022,"Verizon Communications, Inc.",VZ,0.529
2022,"NextEra Energy, Inc.",NEE,0.511
2022,Wells Fargo & Co.,WFC,0.506
2022,Bristol-Myers Squibb Co.,BMY,0.504
2022,"Salesforce, Inc.",CRM,0.475
2022,"Texas Instruments, Inc.",TXN,0.469
2022,Linde PLC,LIN,0.446
2022,ConocoPhillips,COP,0.432
2022,Comcast Corp. Class A,CMCSA,0.429
2022,"Adobe, Inc.",ADBE,0.427
2022,"Philip Morris International, Inc.",PM,0.427
2022,"QUALCOMM, Inc.",QCOM,0.421
2022,CVS Health Corp.,CVS,0.416
2022,Union Pacific Corp.,UNP,0.405
2022,Raytheon Technologies Corp.,RTX,0.401
2022,"Amgen, Inc.",AMGN,0.4
2022,"Lowe's Cos., Inc.",LOW,0.398
2022,"United Parcel Service, Inc. Class B",UPS,0.393
2022,"Honeywell International, Inc.",HON,0.373
2022,Charles Schwab Corp.,SCHW,0.364
2022,"AT&T, Inc.",T,0.363
2022,"Elevance Health, Inc.",ELV,0.363
2022,"Intuit, Inc.",INTU,0.362
2022,International Business Machines Corp.,IBM,0.356
2022,Medtronic PLC,MDT,0.356
2022,Intel Corp.,INTC,0.351
2022,Morgan Stanley,MS,0.351
2022,"NIKE, Inc. Class B",NKE,0.349
2022,"Netflix, Inc.",NFLX,0.348
2022,"S&P Global, Inc.",SPGI,0.345
2022,"Advanced Micro Devices, Inc.",AMD,0.34
2022,"Goldman Sachs Group, Inc.",GS,0.333
2022,American Tower Corp. REIT,AMT,0.332
2022,"PayPal Holdings, Inc.",PYPL,0.331
2022,Starbucks Corp.,SBUX,0.32
2022,"Automatic Data Processing, Inc.",ADP,0.312
2022,Deere & Co.,DE,0.309
2022,Oracle Corp.,ORCL,0.308
2022,Lockheed Martin Corp.,LMT,0.303
2022,"Caterpillar, Inc.",CAT,0.287
2022,Cigna Corp.,CI,0.281
2022,"BlackRock, Inc.",BLK,0.275
2022,American Express Co.,AXP,0.269
2022,"T-Mobile US, Inc.",TMUS,0.268
2022,"Citigroup, Inc.",C,0.268
2022,"Gilead Sciences, Inc.",GILD,0.257
2022,"ServiceNow, Inc.",NOW,0.253
2022,"Chubb, Ltd.",CB,0.252
2022,"Prologis, Inc. REIT",PLD,0.25
2022,"Mondelez International, Inc. Class A",MDLZ,0.249
2022,"Marsh & McLennan Cos., Inc.",MRSH,0.247
2022,"Vertex Pharmaceuticals, Inc.",VRTX,0.246
2022,"Regeneron Pharmaceuticals, Inc.",REGN,0.246
2022,"Analog Devices, Inc.",ADI,0.242
2022,"TJX Cos., Inc.",TJX,0.241
2022,"Altria Group, Inc.",MO,0.241
2022,Southern Co.,SO,0.24
2022,Duke Energy Corp.,DUK,0.237
2022,"Applied Materials, Inc.",AMAT,0.237
2022,"Zoetis, Inc.",ZTS,0.231
2022,Northrop Grumman Corp.,NOC,0.228
2022,Target Corp.,TGT,0.228
2022,Stryker Corp.,SYK,0.226
2022,Progressive Corp.,PGR,0.225
2022,General Electric Co.,GE,0.225
2023,"Apple, Inc.",AAPL,7.005
2023,Microsoft Corp.,MSFT,6.531
2023,"Amazon.com, Inc.",AMZN,3.213
2023,NVIDIA Corp.,NVDA,2.991
2023,"Alphabet, Inc. Class A",GOOG,2.162
2023,"Tesla, Inc.",TSLA,1.924
2023,"Meta Platforms, Inc. Class A",META,1.858
2023,"Alphabet, Inc. Class C",GOOG,1.853
2023,"Berkshire Hathaway, Inc. Class B",BRK.B,1.779
2023,Exxon Mobil Corp.,XOM,1.311
2023,"UnitedHealth Group, Inc.",UNH,1.3
2023,Eli Lilly & Co.,LLY,1.193
2023,JPMorgan Chase & Co.,JPM,1.174
2023,Johnson & Johnson,JNJ,1.044
2023,"Visa, Inc. Class A",V,1.029
2023,Procter & Gamble Co.,PG,0.957
2023,"Broadcom, Inc.",AVGO,0.954
2023,"Mastercard, Inc. Class A",MA,0.917
2023,"Home Depot, Inc.",HD,0.846
2023,Chevron Corp.,CVX,0.833
2023,"AbbVie, Inc.",ABBV,0.733
2023,"Merck & Co., Inc.",MRK,0.727
2023,Costco Wholesale Corp.,COST,0.697
2023,"PepsiCo, Inc.",PEP,0.649
2023,"Adobe, Inc.",ADBE,0.647
2023,"Walmart, Inc.",WMT,0.636
2023,"Cisco Systems, Inc.",CSCO,0.61
2023,Coca-Cola Co.,KO,0.607
2023,"Salesforce, Inc.",CRM,0.55
2023,"Thermo Fisher Scientific, Inc.",TMO,0.544
2023,Accenture PLC Class A,ACN,0.539
2023,McDonald's Corp.,MCD,0.535
2023,Bank of America Corp.,BAC,0.527
2023,"Pfizer, Inc.",PFE,0.521
2023,Comcast Corp. Class A,CMCSA,0.508
2023,Linde PLC,LIN,0.506
2023,Abbott Laboratories,ABT,0.468
2023,"Netflix, Inc.",NFLX,0.466
2023,Oracle Corp.,ORCL,0.464
2023,"Advanced Micro Devices, Inc.",AMD,0.463
2023,Danaher Corp.,DHR,0.454
2023,Wells Fargo & Co.,WFC,0.416
2023,Intel Corp.,INTC,0.414
2023,Walt Disney Co.,DIS,0.413
2023,"Texas Instruments, Inc.",TXN,0.402
2023,"Amgen, Inc.",AMGN,0.4
2023,"Philip Morris International, Inc.",PM,0.4
2023,ConocoPhillips,COP,0.399
2023,"Intuit, Inc.",INTU,0.398
2023,"Caterpillar, Inc.",CAT,0.388
2023,"Verizon Communications, Inc.",VZ,0.379
2023,International Business Machines Corp.,IBM,0.356
2023,Union Pacific Corp.,UNP,0.346
2023,"QUALCOMM, Inc.",QCOM,0.345
2023,"Honeywell International, Inc.",HON,0.342
2023,"Lowe's Cos., Inc.",LOW,0.339
2023,Bristol-Myers Squibb Co.,BMY,0.338
2023,General Electric Co.,GE,0.335
2023,"S&P Global, Inc.",SPGI,0.331
2023,"NIKE, Inc. Class B",NKE,0.326
2023,"Applied Materials, Inc.",AMAT,0.324
2023,"NextEra Energy, Inc.",NEE,0.323
2023,"ServiceNow, Inc.",NOW,0.317
2023,"United Parcel Service, Inc. Class B",UPS,0.314
2023,"Booking Holdings, Inc.",BKNG,0.306
2023,Boeing Co.,BA,0.303
2023,"AT&T, Inc.",T,0.299
2023,"Goldman Sachs Group, Inc.",GS,0.297
2023,RTX Corp.,RTX,0.292
2023,Starbucks Corp.,SBUX,0.291
2023,Medtronic PLC,MDT,0.29
2023,Morgan Stanley,MS,0.29
2023,"Prologis, Inc. REIT",PLD,0.289
2023,Deere & Co.,DE,0.287
2023,"Intuitive Surgical, Inc.",ISRG,0.286
2023,"Elevance Health, Inc.",ELV,0.286
2023,"TJX Cos., Inc.",TJX,0.284
2023,"Automatic Data Processing, Inc.",ADP,0.276
2023,"Mondelez International, Inc. Class A",MDLZ,0.263
2023,"Marsh & McLennan Cos., Inc.",MRSH,0.262
2023,"Gilead Sciences, Inc.",GILD,0.26
2023,Stryker Corp.,SYK,0.257
2023,Lockheed Martin Corp.,LMT,0.255
2023,"BlackRock, Inc.",BLK,0.253
2023,CVS Health Corp.,CVS,0.25
2023,"Vertex Pharmaceuticals, Inc.",VRTX,0.249
2023,"Regeneron Pharmaceuticals, Inc.",REGN,0.245
2023,"Analog Devices, Inc.",ADI,0.244
2023,American Express Co.,AXP,0.242
2023,Chubb Ltd.,CB,0.238
2023,Eaton Corp. PLC,ETN,0.237
2023,Cigna Group,CI,0.236
2023,Lam Research Corp.,LRCX,0.233
2023,Schlumberger NV,SLB,0.231
2023,Progressive Corp.,PGR,0.227
2023,Charles Schwab Corp.,SCHW,0.227
2023,"Zoetis, Inc.",ZTS,0.223
2023,"Citigroup, Inc.",C,0.221
2023,Boston Scientific Corp.,BSX,0.215
2023,American Tower Corp. REIT,AMT,0.213
2024,"Apple, Inc.",AAPL,7.279
2024,Microsoft Corp.,MSFT,6.571
2024,NVIDIA Corp.,NVDA,6.138
2024,"Amazon.com, Inc.",AMZN,3.576
2024,"Meta Platforms, Inc. Class A",META,2.57
2024,"Alphabet, Inc. Class A",GOOG,1.997
2024,"Berkshire Hathaway, Inc. Class B",BRK.B,1.732
2024,"Alphabet, Inc. Class C",GOOG,1.65
2024,"Broadcom, Inc.",AVGO,1.65
2024,"Tesla, Inc.",TSLA,1.492
2024,Eli Lilly & Co.,LLY,1.436
2024,JPMorgan Chase & Co.,JPM,1.233
2024,"UnitedHealth Group, Inc.",UNH,1.109
2024,Exxon Mobil Corp.,XOM,1.07
2024,"Visa, Inc. Class A",V,0.944
2024,Procter & Gamble Co.,PG,0.838
2024,"Mastercard, Inc. Class A",MA,0.837
2024,"Home Depot, Inc.",HD,0.826
2024,Costco Wholesale Corp.,COST,0.807
2024,Johnson & Johnson,JNJ,0.802
2024,"Walmart, Inc.",WMT,0.721
2024,"AbbVie, Inc.",ABBV,0.717
2024,"Netflix, Inc.",NFLX,0.625
2024,"Merck & Co., Inc.",MRK,0.592
2024,Coca-Cola Co.,KO,0.573
2024,Oracle Corp.,ORCL,0.56
2024,Bank of America Corp.,BAC,0.55
2024,"Advanced Micro Devices, Inc.",AMD,0.546
2024,"Salesforce, Inc.",CRM,0.545
2024,Chevron Corp.,CVX,0.515
2024,"Thermo Fisher Scientific, Inc.",TMO,0.485
2024,"PepsiCo, Inc.",PEP,0.48
2024,"Adobe, Inc.",ADBE,0.472
2024,Linde PLC,LIN,0.471
2024,Accenture PLC Class A,ACN,0.455
2024,McDonald's Corp.,MCD,0.449
2024,"Cisco Systems, Inc.",CSCO,0.441
2024,General Electric Co.,GE,0.42
2024,International Business Machines Corp.,IBM,0.419
2024,Abbott Laboratories,ABT,0.408
2024,Wells Fargo & Co.,WFC,0.395
2024,"Caterpillar, Inc.",CAT,0.39
2024,"QUALCOMM, Inc.",QCOM,0.389
2024,"Verizon Communications, Inc.",VZ,0.388
2024,"Philip Morris International, Inc.",PM,0.388
2024,"Texas Instruments, Inc.",TXN,0.387
2024,"ServiceNow, Inc.",NOW,0.378
2024,Danaher Corp.,DHR,0.367
2024,Walt Disney Co.,DIS,0.358
2024,"Intuitive Surgical, Inc.",ISRG,0.358
2024,"NextEra Energy, Inc.",NEE,0.357
2024,"Intuit, Inc.",INTU,0.357
2024,"Amgen, Inc.",AMGN,0.356
2024,"Applied Materials, Inc.",AMAT,0.344
2024,"S&P Global, Inc.",SPGI,0.34
2024,"Pfizer, Inc.",PFE,0.337
2024,Comcast Corp. Class A,CMCSA,0.332
2024,RTX Corp.,RTX,0.331
2024,"Uber Technologies, Inc.",UBER,0.324
2024,"AT&T, Inc.",T,0.324
2024,"Goldman Sachs Group, Inc.",GS,0.321
2024,"Lowe's Cos., Inc.",LOW,0.317
2024,American Express Co.,AXP,0.313
2024,Union Pacific Corp.,UNP,0.308
2024,Progressive Corp.,PGR,0.305
2024,"Booking Holdings, Inc.",BKNG,0.29
2024,"Honeywell International, Inc.",HON,0.277
2024,"TJX Cos., Inc.",TJX,0.273
2024,"BlackRock, Inc.",BLK,0.272
2024,Eaton Corp. PLC,ETN,0.271
2024,Morgan Stanley,MS,0.267
2024,Lockheed Martin Corp.,LMT,0.255
2024,Stryker Corp.,SYK,0.254
2024,Boston Scientific Corp.,BSX,0.254
2024,ConocoPhillips,COP,0.251
2024,"Elevance Health, Inc.",ELV,0.248
2024,"Vertex Pharmaceuticals, Inc.",VRTX,0.247
2024,"Citigroup, Inc.",C,0.245
2024,"Prologis, Inc. REIT",PLD,0.24
2024,Medtronic PLC,MDT,0.237
2024,"Micron Technology, Inc.",MU,0.236
2024,"Analog Devices, Inc.",ADI,0.235
2024,"Automatic Data Processing, Inc.",ADP,0.232
2024,"Regeneron Pharmaceuticals, Inc.",REGN,0.229
2024,"Palo Alto Networks, Inc.",PANW,0.227
2024,Starbucks Corp.,SBUX,0.227
2024,"Blackstone, Inc.",BX,0.227
2024,"Marsh & McLennan Cos., Inc.",MRSH,0.225
2024,American Tower Corp. REIT,AMT,0.223
2024,Chubb Ltd.,CB,0.223
2024,Deere & Co.,DE,0.22
2024,Lam Research Corp.,LRCX,0.219
2024,"NIKE, Inc. Class B",NKE,0.218
2024,Bristol-Myers Squibb Co.,BMY,0.216
2024,KLA Corp.,KLAC,0.214
2024,"Gilead Sciences, Inc.",GILD,0.214
2024,"Fiserv, Inc.",FISV,0.212
2024,"T-Mobile U.S., Inc.",TMUS,0.208
2024,Intel Corp.,INTC,0.206
2024,"United Parcel Service, Inc. Class B",UPS,0.205
2025,NVIDIA Corp.,NVDA,7.984
2025,Microsoft Corp.,MSFT,6.752
2025,"Apple, Inc.",AAPL,6.627
2025,"Amazon.com, Inc. ",AMZN,3.737
2025,"Meta Platforms, Inc. Class A",META,2.793
2025,"Broadcom, Inc.",AVGO,2.721
2025,"Alphabet, Inc. Class A",GOOG,2.48
2025,"Tesla, Inc. ",TSLA,2.188
2025,"Alphabet, Inc. Class C",GOOG,1.994
2025,"Berkshire Hathaway, Inc. Class B ",BRK.B,1.617
2025,JPMorgan Chase & Co.,JPM,1.521
2025,Eli Lilly & Co.,LLY,1.064
2025,"Visa, Inc. Class A",V,1.017
2025,"Netflix, Inc. ",NFLX,0.893
2025,Exxon Mobil Corp.,XOM,0.843
2025,"Mastercard, Inc. Class A",MA,0.823
2025,Oracle Corp.,ORCL,0.817
2025,"Walmart, Inc.",WMT,0.793
2025,Johnson & Johnson,JNJ,0.783
2025,"Palantir Technologies, Inc. Class A ",PLTR,0.727
2025,Costco Wholesale Corp.,COST,0.72
2025,"AbbVie, Inc.",ABBV,0.717
2025,"Home Depot, Inc.",HD,0.707
2025,Procter & Gamble Co.,PG,0.631
2025,Bank of America Corp.,BAC,0.616
2025,General Electric Co.,GE,0.559
2025,"UnitedHealth Group, Inc.",UNH,0.548
2025,Chevron Corp.,CVX,0.525
2025,"Cisco Systems, Inc.",CSCO,0.475
2025,Wells Fargo & Co.,WFC,0.471
2025,International Business Machines Corp.,IBM,0.461
2025,"Advanced Micro Devices, Inc. ",AMD,0.46
2025,Coca-Cola Co.,KO,0.45
2025,"Philip Morris International, Inc.",PM,0.443
2025,"Goldman Sachs Group, Inc.",GS,0.423
2025,Abbott Laboratories,ABT,0.409
2025,"Salesforce, Inc.",CRM,0.397
2025,RTX Corp.,RTX,0.393
2025,"Caterpillar, Inc.",CAT,0.392
2025,Linde PLC,LIN,0.391
2025,McDonald's Corp.,MCD,0.38
2025,"Merck & Co., Inc.",MRK,0.368
2025,Walt Disney Co.,DIS,0.361
2025,"Uber Technologies, Inc. ",UBER,0.358
2025,"AT&T, Inc.",T,0.354
2025,AppLovin Corp. Class A ,APP,0.341
2025,Morgan Stanley,MS,0.338
2025,"PepsiCo, Inc.",PEP,0.337
2025,"ServiceNow, Inc. ",NOW,0.336
2025,"Intuit, Inc.",INTU,0.334
2025,"Micron Technology, Inc.",MU,0.328
2025,"Citigroup, Inc.",C,0.328
2025,"Verizon Communications, Inc.",VZ,0.325
2025,"Thermo Fisher Scientific, Inc.",TMO,0.321
2025,American Express Co.,AXP,0.316
2025,"QUALCOMM, Inc.",QCOM,0.315
2025,"Booking Holdings, Inc.",BKNG,0.307
2025,Lam Research Corp.,LRCX,0.297
2025,"Blackrock, Inc.",BLK,0.294
2025,"GE Vernova, Inc.",GEV,0.293
2025,"Texas Instruments, Inc.",TXN,0.293
2025,"Applied Materials, Inc.",AMAT,0.288
2025,Boeing Co. ,BA,0.286
2025,Charles Schwab Corp.,SCHW,0.286
2025,"TJX Cos., Inc.",TJX,0.283
2025,"Intuitive Surgical, Inc. ",ISRG,0.281
2025,"NextEra Energy, Inc.",NEE,0.273
2025,Accenture PLC Class A,ACN,0.269
2025,"S&P Global, Inc.",SPGI,0.267
2025,"Amgen, Inc.",AMGN,0.266
2025,Amphenol Corp. Class A,APH,0.265
2025,"Arista Networks, Inc. ",ANET,0.263
2025,"Adobe, Inc. ",ADBE,0.262
2025,Intel Corp. ,INTC,0.258
2025,Eaton Corp. PLC,ETN,0.255
2025,"Pfizer, Inc.",PFE,0.254
2025,Progressive Corp.,PGR,0.254
2025,Boston Scientific Corp. ,BSX,0.254
2025,KLA Corp.,KLAC,0.25
2025,"Lowe's Cos., Inc.",LOW,0.247
2025,Union Pacific Corp.,UNP,0.246
2025,"Gilead Sciences, Inc.",GILD,0.241
2025,"Palo Alto Networks, Inc. ",PANW,0.238
2025,Capital One Financial Corp.,COF,0.238
2025,"Honeywell International, Inc.",HON,0.234
2025,Stryker Corp.,SYK,0.223
2025,Danaher Corp.,DHR,0.221
2025,"Blackstone, Inc.",BX,0.221
2025,"Crowdstrike Holdings, Inc. Class A ",CRWD,0.214
2025,Medtronic PLC,MDT,0.214
2025,"Analog Devices, Inc.",ADI,0.214
2025,"Welltower, Inc. REIT",WELL,0.209
2025,"Automatic Data Processing, Inc.",ADP,0.208
2025,ConocoPhillips,COP,0.207
2025,Comcast Corp. Class A,CMCSA,0.203
2025,"T-Mobile U.S., Inc.",TMUS,0.203
2025,Deere & Co.,DE,0.202
2025,"Altria Group, Inc.",MO,0.195
2025,"Robinhood Markets, Inc. Class A ",HOOD,0.194
2025,"Prologis, Inc. REIT",PLD,0.186
2026,NVIDIA CORP,NVDA,8.158692
2026,APPLE INC,AAPL,7.440639
2026,MICROSOFT CORP,MSFT,5.56136
2026,AMAZON.COM INC,AMZN,3.777349
2026,ALPHABET INC CL A,GOOGL,3.110956
2026,BROADCOM INC,AVGO,2.575973
2026,ALPHABET INC CL C,GOOG,2.483125
2026,META PLATFORMS INC CLASS A,META,2.225033
2026,MICRON TECHNOLOGY INC,MU,1.740161
2026,TESLA INC,TSLA,1.556985
2026,BERKSHIRE HATHAWAY INC CL B,BRK.B,1.440074
2026,JPMORGAN CHASE + CO,JPM,1.409668
2026,ELI LILLY + CO,LLY,1.399288
2026,ADVANCED MICRO DEVICES,AMD,1.386003
2026,EXXONMOBIL HOLDINGS CORP,XOM,1.019807
2026,JOHNSON + JOHNSON,JNJ,0.986724
2026,VISA INC CLASS A SHARES,V,0.951972
2026,INTEL CORP,INTC,0.818519
2026,WALMART INC,WMT,0.72147
2026,ABBVIE INC,ABBV,0.70732
2026,MASTERCARD INC   A,MA,0.693265
2026,CISCO SYSTEMS INC,CSCO,0.654504
2026,CHEVRON CORP,CVX,0.62788
2026,PALANTIR TECHNOLOGIES INC A,PLTR,0.619922
2026,COSTCO WHOLESALE CORP,COST,0.602054
2026,BANK OF AMERICA CORP,BAC,0.569268
2026,CATERPILLAR INC,CAT,0.563871
2026,MERCK + CO. INC.,MRK,0.549428
2026,LAM RESEARCH CORP,LRCX,0.546839
2026,APPLIED MATERIALS INC,AMAT,0.535183
2026,COCA COLA CO/THE,KO,0.518145
2026,PROCTER + GAMBLE CO/THE,PG,0.515937
2026,UNITEDHEALTH GROUP INC,UNH,0.512949
2026,GENERAL ELECTRIC,GE,0.494402
2026,HOME DEPOT INC,HD,0.453829
2026,NETFLIX INC,NFLX,0.453233
2026,PALO ALTO NETWORKS INC,PANW,0.449461
2026,PHILIP MORRIS INTERNATIONAL,PM,0.44573
2026,GOLDMAN SACHS GROUP INC,GS,0.416031
2026,SANDISK CORP,SNDK,0.396791
2026,RTX CORP,RTX,0.396596
2026,WELLS FARGO + CO,WFC,0.394826
2026,ORACLE CORP,ORCL,0.38696
2026,GE VERNOVA INC,GEV,0.379676
2026,TEXAS INSTRUMENTS INC,TXN,0.369362
2026,CROWDSTRIKE HOLDINGS INC   A,CRWD,0.366889
2026,MORGAN STANLEY,MS,0.366581
2026,THERMO FISHER SCIENTIFIC INC,TMO,0.36517
2026,KLA CORP,KLAC,0.350758
2026,CITIGROUP INC,C,0.335074
2026,INTL BUSINESS MACHINES CORP,IBM,0.328035
2026,MARVELL TECHNOLOGY INC,MRVL,0.32475
2026,LINDE PLC,LIN,0.321721
2026,ARISTA NETWORKS INC,ANET,0.316599
2026,AMGEN INC,AMGN,0.316302
2026,VERIZON COMMUNICATIONS INC,VZ,0.302869
2026,SALESFORCE INC,CRM,0.295622
2026,SEAGATE TECHNOLOGY HOLDINGS,STX,0.295237
2026,AMPHENOL CORP CL A,APH,0.289879
2026,QUALCOMM INC,QCOM,0.287916
2026,GILEAD SCIENCES INC,GILD,0.282129
2026,ANALOG DEVICES INC,ADI,0.277382
2026,ABBOTT LABORATORIES,ABT,0.269318
2026,WALT DISNEY CO/THE,DIS,0.268708
2026,PEPSICO INC,PEP,0.26843
2026,MCDONALD S CORP,MCD,0.266255
2026,AT+T INC,T,0.263806
2026,DELL TECHNOLOGIES  C,DELL,0.260471
2026,DEERE + CO,DE,0.260255
2026,SCHWAB (CHARLES) CORP,SCHW,0.259316
2026,NEXTERA ENERGY INC,NEE,0.254909
2026,UNION PACIFIC CORP,UNP,0.251946
2026,EATON CORP PLC,ETN,0.250538
2026,WELLTOWER INC,WELL,0.250212
2026,AMERICAN EXPRESS CO,AXP,0.248925
2026,WESTERN DIGITAL CORP,WDC,0.241367
2026,CONOCOPHILLIPS,COP,0.240222
2026,PFIZER INC,PFE,0.239351
2026,BOEING CO/THE,BA,0.237614
2026,BLACKROCK INC,BLK,0.233703
2026,UBER TECHNOLOGIES INC,UBER,0.218422
2026,TJX COMPANIES INC,TJX,0.213207
2026,SERVICENOW INC,NOW,0.21244
2026,INTUITIVE SURGICAL INC,ISRG,0.210767
2026,US DOLLAR,-,0.20872
2026,DANAHER CORP,DHR,0.201011
2026,NEWMONT CORP,NEM,0.197046
2026,BRISTOL MYERS SQUIBB CO,BMY,0.195486
2026,VERTEX PHARMACEUTICALS INC,VRTX,0.195429
2026,PROLOGIS INC,PLD,0.194369
2026,BOOKING HOLDINGS INC,BKNG,0.191162
2026,PROGRESSIVE CORP,PGR,0.188255
2026,CAPITAL ONE FINANCIAL CORP,COF,0.188175
2026,S+P GLOBAL INC,SPGI,0.185673
2026,CHUBB LTD,CB,0.181202
2026,MARATHON PETROLEUM CORP,MPC,0.180787
2026,PARKER HANNIFIN CORP,PH,0.180603
2026,VALERO ENERGY CORP,VLO,0.180488
2026,CORNING INC,GLW,0.180464
2026,MEDTRONIC PLC,MDT,0.178684
