Year,Rank,Firma_id,Ticker,Company,Nombre_hoy,Weight,Estado,Similitud_nombre,Fuente
2026,38,GS,GS,GOLDMAN SACHS GROUP INC,GOLDMAN SACHS GROUP INC,0.416031,OK,1.0,Holdings SPY
2026,39,SNDK,SNDK,SANDISK CORP,SANDISK CORP,0.396791,OK,1.0,Holdings SPY
2026,40,RTX,RTX,RTX CORP,RTX CORP,0.396596,OK,1.0,Holdings SPY
2026,41,WFC,WFC,WELLS FARGO + CO,WELLS FARGO + CO,0.394826,OK,1.0,Holdings SPY
2026,42,ORCL,ORCL,ORACLE CORP,ORACLE CORP,0.38696,OK,1.0,Holdings SPY
2026,43,GEV,GEV,GE VERNOVA INC,GE VERNOVA INC,0.379676,OK,1.0,Holdings SPY
2026,44,TXN,TXN,TEXAS INSTRUMENTS INC,TEXAS INSTRUMENTS INC,0.369362,OK,1.0,Holdings SPY
2026,45,CRWD,CRWD,CROWDSTRIKE HOLDINGS INC   A,CROWDSTRIKE HOLDINGS INC   A,0.366889,OK,1.0,Holdings SPY
2026,46,MS,MS,MORGAN STANLEY,MORGAN STANLEY,0.366581,OK,1.0,Holdings SPY
2026,47,TMO,TMO,THERMO FISHER SCIENTIFIC INC,THERMO FISHER SCIENTIFIC INC,0.36517,OK,1.0,Holdings SPY
2026,48,KLAC,KLAC,KLA CORP,KLA CORP,0.350758,OK,1.0,Holdings SPY
2026,49,C,C,CITIGROUP INC,CITIGROUP INC,0.335074,OK,1.0,Holdings SPY
2026,50,IBM,IBM,INTL BUSINESS MACHINES CORP,INTL BUSINESS MACHINES CORP,0.328035,OK,1.0,Holdings SPY
2026,51,MRVL,MRVL,MARVELL TECHNOLOGY INC,MARVELL TECHNOLOGY INC,0.32475,OK,1.0,Holdings SPY
2026,52,LIN,LIN,LINDE PLC,LINDE PLC,0.321721,OK,1.0,Holdings SPY
2026,53,ANET,ANET,ARISTA NETWORKS INC,ARISTA NETWORKS INC,0.316599,OK,1.0,Holdings SPY
2026,54,AMGN,AMGN,AMGEN INC,AMGEN INC,0.316302,OK,1.0,Holdings SPY
2026,55,VZ,VZ,VERIZON COMMUNICATIONS INC,VERIZON COMMUNICATIONS INC,0.302869,OK,1.0,Holdings SPY
2026,56,CRM,CRM,SALESFORCE INC,SALESFORCE INC,0.295622,OK,1.0,Holdings SPY
2026,57,STX,STX,SEAGATE TECHNOLOGY HOLDINGS,SEAGATE TECHNOLOGY HOLDINGS,0.295237,OK,1.0,Holdings SPY
2026,58,APH,APH,AMPHENOL CORP CL A,AMPHENOL CORP CL A,0.289879,OK,1.0,Holdings SPY
2026,59,QCOM,QCOM,QUALCOMM INC,QUALCOMM INC,0.287916,OK,1.0,Holdings SPY
2026,60,GILD,GILD,GILEAD SCIENCES INC,GILEAD SCIENCES INC,0.282129,OK,1.0,Holdings SPY
2026,61,ADI,ADI,ANALOG DEVICES INC,ANALOG DEVICES INC,0.277382,OK,1.0,Holdings SPY
2026,62,ABT,ABT,ABBOTT LABORATORIES,ABBOTT LABORATORIES,0.269318,OK,1.0,Holdings SPY
2026,63,DIS,DIS,WALT DISNEY CO/THE,WALT DISNEY CO/THE,0.268708,OK,1.0,Holdings SPY
2026,64,PEP,PEP,PEPSICO INC,PEPSICO INC,0.26843,OK,1.0,Holdings SPY
2026,65,MCD,MCD,MCDONALD S CORP,MCDONALD S CORP,0.266255,OK,1.0,Holdings SPY
2026,66,T,T,AT+T INC,AT+T INC,0.263806,OK,1.0,Holdings SPY
2026,67,DELL,DELL,DELL TECHNOLOGIES  C,DELL TECHNOLOGIES  C,0.260471,OK,1.0,Holdings SPY
2026,68,DE,DE,DEERE + CO,DEERE + CO,0.260255,OK,1.0,Holdings SPY
2026,69,SCHW,SCHW,SCHWAB (CHARLES) CORP,SCHWAB (CHARLES) CORP,0.259316,OK,1.0,Holdings SPY
2026,70,NEE,NEE,NEXTERA ENERGY INC,NEXTERA ENERGY INC,0.254909,OK,1.0,Holdings SPY
2026,71,UNP,UNP,UNION PACIFIC CORP,UNION PACIFIC CORP,0.251946,OK,1.0,Holdings SPY
2026,72,ETN,ETN,EATON CORP PLC,EATON CORP PLC,0.250538,OK,1.0,Holdings SPY
2026,73,WELL,WELL,WELLTOWER INC,WELLTOWER INC,0.250212,OK,1.0,Holdings SPY
2026,74,AXP,AXP,AMERICAN EXPRESS CO,AMERICAN EXPRESS CO,0.248925,OK,1.0,Holdings SPY
2026,75,WDC,WDC,WESTERN DIGITAL CORP,WESTERN DIGITAL CORP,0.241367,OK,1.0,Holdings SPY
2026,76,COP,COP,CONOCOPHILLIPS,CONOCOPHILLIPS,0.240222,OK,1.0,Holdings SPY
2026,77,PFE,PFE,PFIZER INC,PFIZER INC,0.239351,OK,1.0,Holdings SPY
2026,78,BA,BA,BOEING CO/THE,BOEING CO/THE,0.237614,OK,1.0,Holdings SPY
2026,79,BLK,BLK,BLACKROCK INC,BLACKROCK INC,0.233703,OK,1.0,Holdings SPY
2026,80,UBER,UBER,UBER TECHNOLOGIES INC,UBER TECHNOLOGIES INC,0.218422,OK,1.0,Holdings SPY
2026,81,TJX,TJX,TJX COMPANIES INC,TJX COMPANIES INC,0.213207,OK,1.0,Holdings SPY
2026,82,NOW,NOW,SERVICENOW INC,SERVICENOW INC,0.21244,OK,1.0,Holdings SPY
2026,83,ISRG,ISRG,INTUITIVE SURGICAL INC,INTUITIVE SURGICAL INC,0.210767,OK,1.0,Holdings SPY
2026,84,DHR,DHR,DANAHER CORP,DANAHER CORP,0.201011,OK,1.0,Holdings SPY
2026,85,NEM,NEM,NEWMONT CORP,NEWMONT CORP,0.197046,OK,1.0,Holdings SPY
2026,86,BMY,BMY,BRISTOL MYERS SQUIBB CO,BRISTOL MYERS SQUIBB CO,0.195486,OK,1.0,Holdings SPY
2026,87,VRTX,VRTX,VERTEX PHARMACEUTICALS INC,VERTEX PHARMACEUTICALS INC,0.195429,OK,1.0,Holdings SPY
2026,88,PLD,PLD,PROLOGIS INC,PROLOGIS INC,0.194369,OK,1.0,Holdings SPY
2026,89,BKNG,BKNG,BOOKING HOLDINGS INC,BOOKING HOLDINGS INC,0.191162,OK,1.0,Holdings SPY
2026,90,PGR,PGR,PROGRESSIVE CORP,PROGRESSIVE CORP,0.188255,OK,1.0,Holdings SPY
2026,91,COF,COF,CAPITAL ONE FINANCIAL CORP,CAPITAL ONE FINANCIAL CORP,0.188175,OK,1.0,Holdings SPY
2026,92,SPGI,SPGI,S+P GLOBAL INC,S+P GLOBAL INC,0.185673,OK,1.0,Holdings SPY
2026,93,CB,CB,CHUBB LTD,CHUBB LTD,0.181202,OK,1.0,Holdings SPY
2026,94,MPC,MPC,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CORP,0.180787,OK,1.0,Holdings SPY
2026,95,PH,PH,PARKER HANNIFIN CORP,PARKER HANNIFIN CORP,0.180603,OK,1.0,Holdings SPY
2026,96,VLO,VLO,VALERO ENERGY CORP,VALERO ENERGY CORP,0.180488,OK,1.0,Holdings SPY
2026,97,GLW,GLW,CORNING INC,CORNING INC,0.180464,OK,1.0,Holdings SPY
2026,98,MDT,MDT,MEDTRONIC PLC,MEDTRONIC PLC,0.178684,OK,1.0,Holdings SPY
2026,99,MO,MO,ALTRIA GROUP INC,ALTRIA GROUP INC,0.176196,OK,1.0,Holdings SPY
2026,100,CVS,CVS,CVS HEALTH CORP,CVS HEALTH CORP,0.172346,OK,1.0,Holdings SPY
